identifier,series,control_symbol,title,contents_dates,start_date,end_date,access_status,location,digitised_status,digitised_pages
1592127,SP115/1,UGANDA - 13/05/1915 [BOX 15],UGANDA - Date of Arrival 13/05/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1912 - 1915,1912,1915,Open,Sydney,False,0
1592383,SP115/1,JOSEPH SIMMS - 13/05/1915 [BOX 15],JOSEPH SIMMS - Date of Arrival 13/05/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592840,SP115/1,TAIYUAN - [PART 1] - 30/05/1915 [BOX 15],TAIYUAN - [Part 1] - Date of Arrival 30/05/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][[Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592858,SP115/1,TAIYUAN -[PART 2] - 30/05/1915 [BOX 15],TAIYUAN -[Part 2] - Date of Arrival 30/05/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1905 - 1915,1905,1915,Open,Sydney,False,0
1592871,SP115/1,EASTERN - [PART 1] - 05/06/1915 [BOX 15],EASTERN - [Part 1] - Date of Arrival 05/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592872,SP115/1,EASTERN - [PART 2] - 05/06/1915 [BOX 15],EASTERN - [Part 2] - Date of Arrival 05/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592881,SP115/1,EASTERN - [PART 3] - 05/06/1915 [BOX 15],EASTERN - [Part 3] - Date of Arrival 05/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592882,SP115/1,EASTERN - [PART 4] - 05/06/1915 [BOX 15],EASTERN - [Part 4] - Date of Arrival 05/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1913 - 1915,1913,1915,Open,Sydney,False,0
1592884,SP115/1,EASTERN - [PART 5] - 05/06/1915 [BOX 15],EASTERN - [Part 5] - Date of Arrival 05/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1912 - 1915,1912,1915,Open,Sydney,False,0
1592891,SP115/1,MEDINA - 10/06/1915 [BOX 15],MEDINA - Date of arrival 10/06/1915 [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592899,SP115/1,ALDENHAM - [PART 1] -23/06/1915 [BOX 15],ALDENHAM - [Part 1] -Date of Arrival 23/06/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1914 - 1915,1914,1915,Open,Sydney,False,0
1592900,SP115/1,ALDENHAM - [PART 2] - 23/06/1915 [BOX 15],ALDENHAM - [Part 2] - Date of Arrival 23/06/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][Box 15],1910 - 1915,1910,1915,Open,Sydney,False,0
1592901,SP115/1,MONGOLIA - 25/06/1915 [BOX 15A],MONGOLIA - Date of Arrival 25/06/1915 - [Certificates of Exemption for passengers; includes photographs and hand prints][4 pages][box 15A],1913 - 1915,1913,1915,Open,Sydney,False,0
